"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170404,2017-04-04,064C78,IFED,01,064 ,   22170,   13877,   18718,    6700,     560,    1092,       0,     600,       0,       0,    1005,      85,   21754,   22060,     416,     110,   22170,   13877,   18718,    6700,     560,    1092,       0,     600,       0,       0,    1005,      85,   21754,   22060,     416,     110,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      80,      50,     -50,    -241,      20,       0,       0,       0,       0,       0,       0,       0,    -191,     -30,     271,     110,  100.0,   62.6,   84.4,   30.2,    2.5,    4.9,    0.0,    2.7,    0.0,    0.0,    4.5,    0.4,   98.1,   99.5,    1.9,    0.5,  100.0,   62.6,   84.4,   30.2,    2.5,    4.9,    0.0,    2.7,    0.0,    0.0,    4.5,    0.4,   98.1,   99.5,    1.9,    0.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.6,    69.8,    80.5,    85.4,    52.6,    67.4,    75.5,    80.8,    57.6,    69.8,    80.5,    85.4,    52.6,    67.4,    75.5,    80.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170328,2017-03-28,064C78,IFED,01,064 ,   22090,   13827,   18768,    6941,     540,    1092,       0,     600,       0,       0,    1005,      85,   21945,   22090,     145,       0,   22090,   13827,   18768,    6941,     540,    1092,       0,     600,       0,       0,    1005,      85,   21945,   22090,     145,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     900,     676,    1020,     600,    -120,       0,       0,       0,       0,       0,       0,       0,    1276,     900,    -376,       0,  100.0,   62.6,   85.0,   31.4,    2.4,    4.9,    0.0,    2.7,    0.0,    0.0,    4.5,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,   62.6,   85.0,   31.4,    2.4,    4.9,    0.0,    2.7,    0.0,    0.0,    4.5,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.5,    69.8,    81.6,    85.4,    52.5,    67.4,    76.6,    80.9,    57.5,    69.8,    81.6,    85.4,    52.5,    67.4,    76.6,    80.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170321,2017-03-21,064C78,IFED,01,064 ,   21190,   13151,   17748,    6341,     660,    1092,       0,     600,       0,       0,    1005,      85,   20669,   21190,     521,       0,   21190,   13151,   17748,    6341,     660,    1092,       0,     600,       0,       0,    1005,      85,   20669,   21190,     521,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     100,     100,     -75,       0,       0,       0,       0,     175,       0,       0,       0,       0,     100,     100,       0,       0,  100.0,   62.1,   83.8,   29.9,    3.1,    5.2,    0.0,    2.8,    0.0,    0.0,    4.7,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,   62.1,   83.8,   29.9,    3.1,    5.2,    0.0,    2.8,    0.0,    0.0,    4.7,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     17,     14,      4,.,.,      0,.,      0,      0,.,.,     23,     19,     28,     17,     14,      4,.,.,      0,.,      0,      0,.,.,     23,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.1,    67.9,    82.3,    84.3,    51.8,    65.5,    77.0,    79.8,    57.1,    67.9,    82.3,    84.3,    51.8,    65.5,    77.0,    79.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170314,2017-03-14,064C78,IFED,01,064 ,   21090,   13051,   17823,    6341,     660,    1092,       0,     425,       0,       0,    1005,      85,   20569,   21090,     521,       0,   21090,   13051,   17823,    6341,     660,    1092,       0,     425,       0,       0,    1005,      85,   20569,   21090,     521,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   61.9,   84.5,   30.1,    3.1,    5.2,    0.0,    2.0,    0.0,    0.0,    4.8,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,   61.9,   84.5,   30.1,    3.1,    5.2,    0.0,    2.0,    0.0,    0.0,    4.8,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     16,     14,      4,.,.,      0,.,      0,      0,.,.,     22,     19,     28,     16,     14,      4,.,.,      0,.,      0,      0,.,.,     22,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.4,    67.4,    82.7,    83.8,    52.1,    65.0,    77.4,    79.5,    57.4,    67.4,    82.7,    83.8,    52.1,    65.0,    77.4,    79.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170307,2017-03-07,064C78,IFED,01,064 ,   21090,   13051,   17823,    6341,     660,    1092,       0,     425,       0,       0,    1005,      85,   20569,   21090,     521,       0,   21090,   13051,   17823,    6341,     660,    1092,       0,     425,       0,       0,    1005,      85,   20569,   21090,     521,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1797,   -1356,   -1554,    -736,      60,     -60,       0,     -25,       0,       0,    -218,       0,   -2152,   -1797,     355,       0,  100.0,   61.9,   84.5,   30.1,    3.1,    5.2,    0.0,    2.0,    0.0,    0.0,    4.8,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,   61.9,   84.5,   30.1,    3.1,    5.2,    0.0,    2.0,    0.0,    0.0,    4.8,    0.4,   97.5,  100.0,    2.5,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     28,     16,     14,      4,.,.,      0,.,      0,      0,.,.,     22,     19,     28,     16,     14,      4,.,.,      0,.,      0,      0,.,.,     22,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.4,    67.4,    82.7,    83.8,    52.1,    65.0,    77.4,    79.5,    57.4,    67.4,    82.7,    83.8,    52.1,    65.0,    77.4,    79.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170228,2017-02-28,064C78,IFED,01,064 ,   22887,   14407,   19377,    7077,     600,    1152,       0,     450,       0,       0,    1223,      85,   22721,   22887,     166,       0,   22887,   14407,   19377,    7077,     600,    1152,       0,     450,       0,       0,    1223,      85,   22721,   22887,     166,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     120,      -5,     780,     785,       0,    -660,       0,       0,       0,       0,       0,       0,     120,     120,       0,       0,  100.0,   62.9,   84.7,   30.9,    2.6,    5.0,    0.0,    2.0,    0.0,    0.0,    5.3,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,   62.9,   84.7,   30.9,    2.6,    5.0,    0.0,    2.0,    0.0,    0.0,    5.3,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.2,    66.9,    81.8,    83.6,    51.5,    64.8,    76.9,    79.9,    56.2,    66.9,    81.8,    83.6,    51.5,    64.8,    76.9,    79.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170221,2017-02-21,064C78,IFED,01,064 ,   22767,   14412,   18597,    6292,     600,    1812,       0,     450,       0,       0,    1223,      85,   22601,   22767,     166,       0,   22767,   14412,   18597,    6292,     600,    1812,       0,     450,       0,       0,    1223,      85,   22601,   22767,     166,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1320,    1165,    1145,     155,       0,       0,       0,     175,       0,       0,       0,       0,    1320,    1320,       0,       0,  100.0,   63.3,   81.7,   27.6,    2.6,    8.0,    0.0,    2.0,    0.0,    0.0,    5.4,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,   63.3,   81.7,   27.6,    2.6,    8.0,    0.0,    2.0,    0.0,    0.0,    5.4,    0.4,   99.3,  100.0,    0.7,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,     29,     18,     14,      4,.,.,      0,.,      0,      0,.,.,     24,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.9,    66.2,    81.7,    83.4,    51.7,    61.6,    73.9,    76.8,    55.9,    66.2,    81.7,    83.4,    51.7,    61.6,    73.9,    76.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170214,2017-02-14,064C78,IFED,01,064 ,   21447,   13247,   17452,    6137,     600,    1812,       0,     275,       0,       0,    1223,      85,   21281,   21447,     166,       0,   21447,   13247,   17452,    6137,     600,    1812,       0,     275,       0,       0,    1223,      85,   21281,   21447,     166,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      26,       0,      26,       1,     -20,      20,       0,       0,       0,       0,       0,       0,      21,      26,       5,       0,  100.0,   61.8,   81.4,   28.6,    2.8,    8.4,    0.0,    1.3,    0.0,    0.0,    5.7,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   61.8,   81.4,   28.6,    2.8,    8.4,    0.0,    1.3,    0.0,    0.0,    5.7,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    58.5,    65.8,    85.0,    84.1,    54.0,    61.0,    76.7,    77.0,    58.5,    65.8,    85.0,    84.1,    54.0,    61.0,    76.7,    77.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170207,2017-02-07,064C78,IFED,01,064 ,   21421,   13247,   17426,    6136,     620,    1792,       0,     275,       0,       0,    1223,      85,   21260,   21421,     161,       0,   21421,   13247,   17426,    6136,     620,    1792,       0,     275,       0,       0,    1223,      85,   21260,   21421,     161,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1742,    -929,   -1531,    -730,      62,     -62,       0,     -25,       0,       0,    -186,       0,   -1721,   -1742,     -21,       0,  100.0,   61.8,   81.3,   28.6,    2.9,    8.4,    0.0,    1.3,    0.0,    0.0,    5.7,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   61.8,   81.3,   28.6,    2.9,    8.4,    0.0,    1.3,    0.0,    0.0,    5.7,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    58.4,    64.6,    84.9,    83.0,    53.8,    59.7,    76.6,    75.5,    58.4,    64.6,    84.9,    83.0,    53.8,    59.7,    76.6,    75.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170131,2017-01-31,064C78,IFED,01,064 ,   23163,   14176,   18957,    6866,     558,    1854,       0,     300,       0,       0,    1409,      85,   22981,   23163,     182,       0,   23163,   14176,   18957,    6866,     558,    1854,       0,     300,       0,       0,    1409,      85,   22981,   23163,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -42,      20,     -37,     -62,       0,       0,       0,       0,       0,       0,      -5,       0,     -42,     -42,       0,       0,  100.0,   61.2,   81.8,   29.6,    2.4,    8.0,    0.0,    1.3,    0.0,    0.0,    6.1,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   61.2,   81.8,   29.6,    2.4,    8.0,    0.0,    1.3,    0.0,    0.0,    6.1,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.6,    63.7,    84.2,    82.6,    53.0,    59.7,    76.5,    76.1,    57.6,    63.7,    84.2,    82.6,    53.0,    59.7,    76.5,    76.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170124,2017-01-24,064C78,IFED,01,064 ,   23205,   14156,   18994,    6928,     558,    1854,       0,     300,       0,       0,    1414,      85,   23023,   23205,     182,       0,   23205,   14156,   18994,    6928,     558,    1854,       0,     300,       0,       0,    1414,      85,   23023,   23205,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1100,      85,    1480,    1375,       0,    -360,       0,       0,       0,       0,     -20,       0,    1100,    1100,       0,       0,  100.0,   61.0,   81.9,   29.9,    2.4,    8.0,    0.0,    1.3,    0.0,    0.0,    6.1,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   61.0,   81.9,   29.9,    2.4,    8.0,    0.0,    1.3,    0.0,    0.0,    6.1,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,     27,     15,     14,      4,.,.,      0,.,      0,      0,.,.,     21,     19,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.8,    63.5,    84.3,    82.4,    53.5,    59.5,    76.6,    75.9,    57.8,    63.5,    84.3,    82.4,    53.5,    59.5,    76.6,    75.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170117,2017-01-17,064C78,IFED,01,064 ,   22105,   14071,   17514,    5553,     558,    2214,       0,     300,       0,       0,    1434,      85,   21923,   22105,     182,       0,   22105,   14071,   17514,    5553,     558,    2214,       0,     300,       0,       0,    1434,      85,   21923,   22105,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      50,      40,      80,       0,     -40,      10,       0,       0,       0,       0,       0,       0,      50,      50,       0,       0,  100.0,   63.7,   79.2,   25.1,    2.5,   10.0,    0.0,    1.4,    0.0,    0.0,    6.5,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   63.7,   79.2,   25.1,    2.5,   10.0,    0.0,    1.4,    0.0,    0.0,    6.5,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     27,     15,     13,      4,.,.,      0,.,      0,      0,.,.,     21,     18,     27,     15,     13,      4,.,.,      0,.,      0,      0,.,.,     21,     18,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.7,    65.8,    83.6,    83.8,    56.4,    59.0,    77.0,    75.6,    56.7,    65.8,    83.6,    83.8,    56.4,    59.0,    77.0,    75.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
"NYISO ZONE J DAY AHEAD PEAK MI - ICE FUTURES ENERGY DIV",170110,2017-01-10,064C78,IFED,01,064 ,   22055,   14031,   17434,    5553,     598,    2204,       0,     300,       0,       0,    1434,      85,   21873,   22055,     182,       0,   22055,   14031,   17434,    5553,     598,    2204,       0,     300,       0,       0,    1434,      85,   21873,   22055,     182,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1720,   -1105,   -1337,    -395,     -85,     -15,    -100,     -70,       0,     -60,     -68,       0,   -1675,   -1575,     -45,    -145,  100.0,   63.6,   79.0,   25.2,    2.7,   10.0,    0.0,    1.4,    0.0,    0.0,    6.5,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,   63.6,   79.0,   25.2,    2.7,   10.0,    0.0,    1.4,    0.0,    0.0,    6.5,    0.4,   99.2,  100.0,    0.8,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     26,     15,     11,      4,.,.,      0,.,      0,      0,.,.,     21,     16,     26,     15,     11,      4,.,.,      0,.,      0,      0,.,.,     21,     16,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    56.7,    64.9,    83.6,    84.3,    56.7,    58.6,    77.2,    76.0,    56.7,    64.9,    83.6,    84.3,    56.7,    58.6,    77.2,    76.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"1 MW","064C78","IFED","064 ","N16","Combined"
