"REF_DATE","GEO","DGUID","Type of crop","Supply and disposition of grains","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011-03","Canada","2016A000011124","Mustard seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866647","1.12.2","82.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866648","1.12.3","52.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866649","1.12.4","30.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Production","Metric tonnes","214","thousands","3","v73866650","1.12.5","182.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Imports","Metric tonnes","214","thousands","3","v73866651","1.12.6","0.3","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total disposition","Metric tonnes","214","thousands","3","v73866652","1.12.7","264.3","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total exports","Metric tonnes","214","thousands","3","v73866653","1.12.8","73.2","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866654","1.12.11","16.1","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Seed requirements","Metric tonnes","214","thousands","3","v73866655","1.12.13","0.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866656","1.12.17","16.1","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866657","1.12.18","175.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866658","1.12.19","140.0","","","","1"
"2011-03","Canada","2016A000011124","Mustard seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866659","1.12.20","35.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total supplies","Metric tonnes","214","thousands","3","v73866660","1.13.1","222.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866661","1.13.2","69.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866662","1.13.3","50.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866663","1.13.4","19.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Production","Metric tonnes","214","thousands","3","v73866664","1.13.5","153.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Imports","Metric tonnes","214","thousands","3","v73866665","1.13.6","0.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total disposition","Metric tonnes","214","thousands","3","v73866666","1.13.7","222.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total exports","Metric tonnes","214","thousands","3","v73866667","1.13.8","102.2","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866668","1.13.11","5.8","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Seed requirements","Metric tonnes","214","thousands","3","v73866669","1.13.13","0.0","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866670","1.13.17","5.8","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866671","1.13.18","114.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866672","1.13.19","84.5","","","","1"
"2011-03","Canada","2016A000011124","Canary seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866673","1.13.20","30.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total supplies","Metric tonnes","214","thousands","3","v73866674","1.14.1","132.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866675","1.14.2","42.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866676","1.14.3","35.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866677","1.14.4","7.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Production","Metric tonnes","214","thousands","3","v73866678","1.14.5","67.6","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Imports","Metric tonnes","214","thousands","3","v73866679","1.14.6","22.4","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total disposition","Metric tonnes","214","thousands","3","v73866680","1.14.7","132.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total exports","Metric tonnes","214","thousands","3","v73866681","1.14.8","31.9","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866682","1.14.11","42.1","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Seed requirements","Metric tonnes","214","thousands","3","v73866683","1.14.13","0.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866684","1.14.17","42.1","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Total ending stocks","Metric tonnes","214","thousands","3","v73866685","1.14.18","58.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866686","1.14.19","50.0","","","","1"
"2011-03","Canada","2016A000011124","Sunflower seed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866687","1.14.20","8.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total supplies","Metric tonnes","214","thousands","3","v73866688","1.15.1","154.4","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total beginning stocks","Metric tonnes","214","thousands","3","v73866689","1.15.2","20.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866690","1.15.3","10.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866691","1.15.4","10.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Production","Metric tonnes","214","thousands","3","v73866692","1.15.5","128.3","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Imports","Metric tonnes","214","thousands","3","v73866693","1.15.6","6.1","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total disposition","Metric tonnes","214","thousands","3","v73866694","1.15.7","154.4","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total exports","Metric tonnes","214","thousands","3","v73866695","1.15.8","63.8","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866696","1.15.11","25.5","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Seed requirements","Metric tonnes","214","thousands","3","v73866697","1.15.13","0.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Other domestic disappearance","Metric tonnes","214","thousands","3","v73866698","1.15.17","25.5","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Total ending stocks","Metric tonnes","214","thousands","3","v73866699","1.15.18","65.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866700","1.15.19","53.0","","","","1"
"2011-03","Canada","2016A000011124","Chickpeas","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866701","1.15.20","12.0","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total supplies","Metric tonnes","214","thousands","3","v73866455","1.1.1","31110.5","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total beginning stocks","Metric tonnes","214","thousands","3","v73866456","1.1.2","7742.9","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866457","1.1.3","3227.0","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866458","1.1.4","4515.9","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Production","Metric tonnes","214","thousands","3","v73866459","1.1.5","23299.6","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Imports","Metric tonnes","214","thousands","3","v73866460","1.1.6","68.0","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total disposition","Metric tonnes","214","thousands","3","v73866461","1.1.7","31110.5","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total exports","Metric tonnes","214","thousands","3","v73866462","1.1.8","16183.7","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Grain exports","Metric tonnes","214","thousands","3","v73866463","1.1.9","15973.3","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Product exports","Metric tonnes","214","thousands","3","v73866464","1.1.10","210.5","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866465","1.1.11","7567.1","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Human food","Metric tonnes","214","thousands","3","v73866466","1.1.12","2793.7","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Seed requirements","Metric tonnes","214","thousands","3","v73866467","1.1.13","863.2","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Industrial use","Metric tonnes","214","thousands","3","v73866468","1.1.14","820.0","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Loss in handling","Metric tonnes","214","thousands","3","v73866469","1.1.15","33.5","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866470","1.1.16","3056.7","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Total ending stocks","Metric tonnes","214","thousands","3","v73866471","1.1.18","7359.7","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866472","1.1.19","2976.0","","","","1"
"2011-07","Canada","2016A000011124","All wheat","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866473","1.1.20","4383.7","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total supplies","Metric tonnes","214","thousands","3","v73866474","1.2.1","5755.1","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total beginning stocks","Metric tonnes","214","thousands","3","v73866475","1.2.2","2693.9","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866476","1.2.3","1975.0","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866477","1.2.4","718.9","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Production","Metric tonnes","214","thousands","3","v73866478","1.2.5","3024.7","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Imports","Metric tonnes","214","thousands","3","v73866479","1.2.6","36.5","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total disposition","Metric tonnes","214","thousands","3","v73866480","1.2.7","5755.1","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total exports","Metric tonnes","214","thousands","3","v73866481","1.2.8","3302.8","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Grain exports","Metric tonnes","214","thousands","3","v73866482","1.2.9","3273.9","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Product exports","Metric tonnes","214","thousands","3","v73866483","1.2.10","28.9","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866484","1.2.11","886.3","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Human food","Metric tonnes","214","thousands","3","v73866485","1.2.12","254.6","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Seed requirements","Metric tonnes","214","thousands","3","v73866486","1.2.13","154.3","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Industrial use","Metric tonnes","214","thousands","3","v73866487","1.2.14","0.0","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Loss in handling","Metric tonnes","214","thousands","3","v73866488","1.2.15","3.5","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866489","1.2.16","473.9","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Total ending stocks","Metric tonnes","214","thousands","3","v73866490","1.2.18","1566.0","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866491","1.2.19","735.0","","","","1"
"2011-07","Canada","2016A000011124","Durum wheat","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866492","1.2.20","831.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total supplies","Metric tonnes","214","thousands","3","v73866493","1.3.1","25355.4","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total beginning stocks","Metric tonnes","214","thousands","3","v73866494","1.3.2","5049.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866495","1.3.3","1252.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866496","1.3.4","3797.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Production","Metric tonnes","214","thousands","3","v73866497","1.3.5","20274.9","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Imports","Metric tonnes","214","thousands","3","v73866498","1.3.6","31.5","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total disposition","Metric tonnes","214","thousands","3","v73866499","1.3.7","25355.4","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total exports","Metric tonnes","214","thousands","3","v73866500","1.3.8","12880.9","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Grain exports","Metric tonnes","214","thousands","3","v73866501","1.3.9","12699.4","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Product exports","Metric tonnes","214","thousands","3","v73866502","1.3.10","181.6","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866503","1.3.11","6680.8","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Human food","Metric tonnes","214","thousands","3","v73866504","1.3.12","2539.1","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Seed requirements","Metric tonnes","214","thousands","3","v73866505","1.3.13","708.9","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Industrial use","Metric tonnes","214","thousands","3","v73866506","1.3.14","820.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Loss in handling","Metric tonnes","214","thousands","3","v73866507","1.3.15","30.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866508","1.3.16","2582.8","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Total ending stocks","Metric tonnes","214","thousands","3","v73866509","1.3.18","5793.7","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866510","1.3.19","2241.0","","","","1"
"2011-07","Canada","2016A000011124","Wheat, excluding durum","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866511","1.3.20","3552.7","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total supplies","Metric tonnes","214","thousands","3","v73866512","1.4.1","3638.3","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total beginning stocks","Metric tonnes","214","thousands","3","v73866513","1.4.2","1161.8","","","","1"
"2011-07","Canada","2016A000011124","Oats","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866514","1.4.3","910.0","","","","1"
"2011-07","Canada","2016A000011124","Oats","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866515","1.4.4","251.8","","","","1"
"2011-07","Canada","2016A000011124","Oats","Production","Metric tonnes","214","thousands","3","v73866516","1.4.5","2451.4","","","","1"
"2011-07","Canada","2016A000011124","Oats","Imports","Metric tonnes","214","thousands","3","v73866517","1.4.6","25.1","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total disposition","Metric tonnes","214","thousands","3","v73866518","1.4.7","3638.3","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total exports","Metric tonnes","214","thousands","3","v73866519","1.4.8","1934.7","","","","1"
"2011-07","Canada","2016A000011124","Oats","Grain exports","Metric tonnes","214","thousands","3","v73866520","1.4.9","1336.2","","","","1"
"2011-07","Canada","2016A000011124","Oats","Product exports","Metric tonnes","214","thousands","3","v73866521","1.4.10","598.5","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866522","1.4.11","970.9","","","","1"
"2011-07","Canada","2016A000011124","Oats","Human food","Metric tonnes","214","thousands","3","v73866523","1.4.12","86.2","","","","1"
"2011-07","Canada","2016A000011124","Oats","Seed requirements","Metric tonnes","214","thousands","3","v73866524","1.4.13","110.3","","","","1"
"2011-07","Canada","2016A000011124","Oats","Industrial use","Metric tonnes","214","thousands","3","v73866525","1.4.14","0.0","","","","1"
"2011-07","Canada","2016A000011124","Oats","Loss in handling","Metric tonnes","214","thousands","3","v73866526","1.4.15","0.7","","","","1"
"2011-07","Canada","2016A000011124","Oats","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866527","1.4.16","773.8","","","","1"
"2011-07","Canada","2016A000011124","Oats","Total ending stocks","Metric tonnes","214","thousands","3","v73866528","1.4.18","732.6","","","","1"
"2011-07","Canada","2016A000011124","Oats","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866529","1.4.19","551.5","","","","1"
"2011-07","Canada","2016A000011124","Oats","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866530","1.4.20","181.1","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total supplies","Metric tonnes","214","thousands","3","v73866531","1.5.1","10171.5","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total beginning stocks","Metric tonnes","214","thousands","3","v73866532","1.5.2","2501.6","","","","1"
"2011-07","Canada","2016A000011124","Barley","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866533","1.5.3","1998.0","","","","1"
"2011-07","Canada","2016A000011124","Barley","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866534","1.5.4","503.6","","","","1"
"2011-07","Canada","2016A000011124","Barley","Production","Metric tonnes","214","thousands","3","v73866535","1.5.5","7627.2","","","","1"
"2011-07","Canada","2016A000011124","Barley","Imports","Metric tonnes","214","thousands","3","v73866536","1.5.6","42.7","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total disposition","Metric tonnes","214","thousands","3","v73866537","1.5.7","10171.5","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total exports","Metric tonnes","214","thousands","3","v73866538","1.5.8","2016.7","","","","1"
"2011-07","Canada","2016A000011124","Barley","Grain exports","Metric tonnes","214","thousands","3","v73866539","1.5.9","1246.9","","","","1"
"2011-07","Canada","2016A000011124","Barley","Product exports","Metric tonnes","214","thousands","3","v73866540","1.5.10","769.8","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866541","1.5.11","6652.9","","","","1"
"2011-07","Canada","2016A000011124","Barley","Human food","Metric tonnes","214","thousands","3","v73866542","1.5.12","27.9","","","","1"
"2011-07","Canada","2016A000011124","Barley","Seed requirements","Metric tonnes","214","thousands","3","v73866543","1.5.13","229.4","","","","1"
"2011-07","Canada","2016A000011124","Barley","Industrial use","Metric tonnes","214","thousands","3","v73866544","1.5.14","127.1","","","","1"
"2011-07","Canada","2016A000011124","Barley","Loss in handling","Metric tonnes","214","thousands","3","v73866545","1.5.15","0.2","","","","1"
"2011-07","Canada","2016A000011124","Barley","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866546","1.5.16","6268.2","","","","1"
"2011-07","Canada","2016A000011124","Barley","Total ending stocks","Metric tonnes","214","thousands","3","v73866547","1.5.18","1501.9","","","","1"
"2011-07","Canada","2016A000011124","Barley","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866548","1.5.19","1246.0","","","","1"
"2011-07","Canada","2016A000011124","Barley","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866549","1.5.20","255.9","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total supplies","Metric tonnes","214","thousands","3","v73866550","1.6.1","376.9","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total beginning stocks","Metric tonnes","214","thousands","3","v73866551","1.6.2","139.2","","","","1"
"2011-07","Canada","2016A000011124","Rye","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866552","1.6.3","125.0","","","","1"
"2011-07","Canada","2016A000011124","Rye","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866553","1.6.4","14.2","","","","1"
"2011-07","Canada","2016A000011124","Rye","Production","Metric tonnes","214","thousands","3","v73866554","1.6.5","237.4","","","","1"
"2011-07","Canada","2016A000011124","Rye","Imports","Metric tonnes","214","thousands","3","v73866555","1.6.6","0.3","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total disposition","Metric tonnes","214","thousands","3","v73866556","1.6.7","376.9","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total exports","Metric tonnes","214","thousands","3","v73866557","1.6.8","193.1","","","","1"
"2011-07","Canada","2016A000011124","Rye","Grain exports","Metric tonnes","214","thousands","3","v73866558","1.6.9","189.5","","","","1"
"2011-07","Canada","2016A000011124","Rye","Product exports","Metric tonnes","214","thousands","3","v73866559","1.6.10","3.6","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866560","1.6.11","133.1","","","","1"
"2011-07","Canada","2016A000011124","Rye","Human food","Metric tonnes","214","thousands","3","v73866561","1.6.12","16.9","","","","1"
"2011-07","Canada","2016A000011124","Rye","Seed requirements","Metric tonnes","214","thousands","3","v73866562","1.6.13","9.8","","","","1"
"2011-07","Canada","2016A000011124","Rye","Industrial use","Metric tonnes","214","thousands","3","v73866563","1.6.14","31.0","","","","1"
"2011-07","Canada","2016A000011124","Rye","Loss in handling","Metric tonnes","214","thousands","3","v73866564","1.6.15","0.0","","","","1"
"2011-07","Canada","2016A000011124","Rye","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866565","1.6.16","75.4","","","","1"
"2011-07","Canada","2016A000011124","Rye","Total ending stocks","Metric tonnes","214","thousands","3","v73866566","1.6.18","50.7","","","","1"
"2011-07","Canada","2016A000011124","Rye","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866567","1.6.19","25.0","","","","1"
"2011-07","Canada","2016A000011124","Rye","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866568","1.6.20","25.7","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total supplies","Metric tonnes","214","thousands","3","v73866569","1.7.1","715.1","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total beginning stocks","Metric tonnes","214","thousands","3","v73866570","1.7.2","288.3","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866571","1.7.3","205.0","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866572","1.7.4","83.3","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Production","Metric tonnes","214","thousands","3","v73866573","1.7.5","418.5","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Imports","Metric tonnes","214","thousands","3","v73866574","1.7.6","8.3","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total disposition","Metric tonnes","214","thousands","3","v73866575","1.7.7","715.1","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total exports","Metric tonnes","214","thousands","3","v73866576","1.7.8","404.1","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866577","1.7.11","118.2","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Human food","Metric tonnes","214","thousands","3","v73866578","1.7.12","0.0","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Seed requirements","Metric tonnes","214","thousands","3","v73866579","1.7.13","12.8","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Industrial use","Metric tonnes","214","thousands","3","v73866580","1.7.14","0.0","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Loss in handling","Metric tonnes","214","thousands","3","v73866581","1.7.15","0.9","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866582","1.7.16","104.6","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Total ending stocks","Metric tonnes","214","thousands","3","v73866583","1.7.18","192.8","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866584","1.7.19","130.0","","","","1"
"2011-07","Canada","2016A000011124","Flaxseed","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866585","1.7.20","62.8","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total supplies","Metric tonnes","214","thousands","3","v73866586","1.8.1","15761.0","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total beginning stocks","Metric tonnes","214","thousands","3","v73866587","1.8.2","2748.7","","","","1"
"2011-07","Canada","2016A000011124","Canola","Beginning stocks on farms","Metric tonnes","214","thousands","3","v73866588","1.8.3","1665.0","","","","1"
"2011-07","Canada","2016A000011124","Canola","Beginning stocks in commercial positions","Metric tonnes","214","thousands","3","v73866589","1.8.4","1083.7","","","","1"
"2011-07","Canada","2016A000011124","Canola","Production","Metric tonnes","214","thousands","3","v73866590","1.8.5","12788.6","","","","1"
"2011-07","Canada","2016A000011124","Canola","Imports","Metric tonnes","214","thousands","3","v73866591","1.8.6","223.7","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total disposition","Metric tonnes","214","thousands","3","v73866592","1.8.7","15761.0","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total exports","Metric tonnes","214","thousands","3","v73866593","1.8.8","7104.6","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total domestic disappearance","Metric tonnes","214","thousands","3","v73866594","1.8.11","6470.6","","","","1"
"2011-07","Canada","2016A000011124","Canola","Human food","Metric tonnes","214","thousands","3","v73866595","1.8.12","0.0","","","","1"
"2011-07","Canada","2016A000011124","Canola","Seed requirements","Metric tonnes","214","thousands","3","v73866596","1.8.13","55.2","","","","1"
"2011-07","Canada","2016A000011124","Canola","Industrial use","Metric tonnes","214","thousands","3","v73866597","1.8.14","6310.4","","","","1"
"2011-07","Canada","2016A000011124","Canola","Loss in handling","Metric tonnes","214","thousands","3","v73866598","1.8.15","0.9","","","","1"
"2011-07","Canada","2016A000011124","Canola","Animal feed, waste and dockage","Metric tonnes","214","thousands","3","v73866599","1.8.16","104.1","","","","1"
"2011-07","Canada","2016A000011124","Canola","Total ending stocks","Metric tonnes","214","thousands","3","v73866600","1.8.18","2185.8","","","","1"
"2011-07","Canada","2016A000011124","Canola","Ending stocks on farms","Metric tonnes","214","thousands","3","v73866601","1.8.19","1150.0","","","","1"
"2011-07","Canada","2016A000011124","Canola","Ending stocks in commercial positions","Metric tonnes","214","thousands","3","v73866602","1.8.20","1035.8","","","","1"
