"Crop Year","Grain Week","Week Ending Date","worksheet","metric","period","grain","grade","Region","Ktonnes"
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","Vancouver",14.7
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Canola","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","Vancouver",34.5
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Current Week","Peas","All grades combined","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","Vancouver",57.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","Prince Rupert",35.8
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","Vancouver",451.0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","Prince Rupert",80.5
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","Thunder Bay",11.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CW RS","St. Lawrence",163.2
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","Bay & Lakes",47.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.1 CW RW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","Bay & Lakes",28.5
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","No.2 CE","St. Lawrence",27.5
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","Vancouver",27.1
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","Prince Rupert",48.7
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","Thunder Bay",18.9
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Wheat","OTHER","St. Lawrence",15.8
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","Vancouver",77.4
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.1 CW AD","St. Lawrence",30.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.2 CW AD","St. Lawrence",32.9
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Amber Durum","No.3 CW AD","St. Lawrence",22.4
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","Vancouver",109.9
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Barley","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","Vancouver",271.2
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","No.1 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","Vancouver",64.5
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Canola","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","Vancouver",97.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Peas","All grades combined","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","Bay & Lakes",22.2
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Corn","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","Vancouver",24.6
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Exports","Exports","Crop Year","Lentils","No.2 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","Vancouver",215.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","Prince Rupert",84.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","Thunder Bay",123.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RS","St. Lawrence",72.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","Vancouver",0.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","Thunder Bay",2.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW RS","St. Lawrence",34.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","Vancouver",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","Thunder Bay",7.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CW RS","St. Lawrence",6.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","Vancouver",20.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","Prince Rupert",1.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 C PS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","Vancouver",1.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CW SWS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","Thunder Bay",1.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","Bay & Lakes",6.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CW RW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","Vancouver",0.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","Thunder Bay",0.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CNHR","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","Prince Rupert",0.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CNHR","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.1 CE","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","Bay & Lakes",64.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.2 CE","St. Lawrence",41.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","Bay & Lakes",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.3 CE","St. Lawrence",2.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","No.4 CE","St. Lawrence",0.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CE","St. Lawrence",0.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","Vancouver",1.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","Thunder Bay",4.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","FEED CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","Vancouver",0.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","Prince Rupert",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Wheat","OTHER","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","Vancouver",22.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","Thunder Bay",5.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.1 CW AD","St. Lawrence",1.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","Vancouver",16.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","Thunder Bay",3.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.2 CW AD","St. Lawrence",4.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","Vancouver",10.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","Thunder Bay",0.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.3 CW AD","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","Thunder Bay",1.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Amber Durum","No.4 CW AD","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","Thunder Bay",3.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.1 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","Vancouver",2.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Oats","No.2 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","Vancouver",10.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.1 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","Vancouver",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","No.2 CW","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","Vancouver",0.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Barley","OTHER","St. Lawrence",0
